actual,proposed
0.30000463128089905,0.20000000298023224
0.3015044629573822,0.20000000298023224
0.30300432443618774,0.20000000298023224
0.3045041859149933,0.20000000298023224
0.30600404739379883,0.20000000298023224
0.30750390887260437,0.20000000298023224
0.3090038001537323,0.20000000298023224
0.15238399803638458,0.19793301820755005
0.15276455879211426,0.19675017893314362
0.15529286861419678,0.1955774873495102
0.15776026248931885,0.19441962242126465
0.1601690798997879,0.19326986372470856
0.15519747138023376,0.19206476211547852
0.1531791090965271,0.1908659040927887
0.1467219442129135,0.18965111672878265
0.13588865101337433,0.18837910890579224
0.12945690751075745,0.18708379566669464
0.11864502727985382,0.18573515117168427
0.10351292043924332,0.1843053698539734
0.0841178223490715,0.18275859951972961
0.06923216581344604,0.1811334192752838
0.05006934329867363,0.17939630150794983
0.026684356853365898,0.17752468585968018
0.003488851711153984,0.17551617324352264
0.0,0.17340831458568573
0.0,0.17114251852035522
0.0,0.1686837375164032
0.0,0.1660429686307907
0.0,0.16325654089450836
0.0,0.16033002734184265
0.0,0.1572633534669876
0.0,0.15406350791454315
0.0,0.1507624387741089
0.0,0.14733316004276276
0.0,0.14378085732460022
0.0,0.140165776014328
0.0,0.13646350800991058
0.0,0.1326742321252823
0.0,0.12883183360099792
0.0,0.12490538507699966
0.0,0.1209264025092125
0.0,0.11693374067544937
0.0,0.11288616806268692
0.0,0.10882022976875305
0.0,0.10477058589458466
0.0,0.10070302337408066
0.0,0.09664558619260788
0.0,0.09260036796331406
0.0,0.08856853097677231
0.0,0.08453904092311859
0.0,0.08055323362350464
0.0,0.07666948437690735
0.0,0.07291488349437714
0.0,0.06931862980127335
0.0,0.06584146618843079
0.0,0.062479227781295776
0.0,0.05922739952802658
0.0,0.056081902235746384
0.0,0.05307076498866081
0.0,0.05015672370791435
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.12671081721782684
0.0,0.12566211819648743
0.00997406430542469,0.12475473433732986
0.022319070994853973,0.12395880371332169
0.043141577392816544,0.12333355844020844
0.05925390496850014,0.12283927947282791
0.075090691447258,0.12247132509946823
0.09938178211450577,0.12229396402835846
0.11894083023071289,0.12226593494415283
0.1294858455657959,0.12231551110744476
0.15294551849365234,0.12254355102777481
0.1629919409751892,0.12283886224031448
0.17725719511508942,0.1232367753982544
0.19132819771766663,0.12373404204845428
0.20085477828979492,0.12429366260766983
0.20590564608573914,0.12488411366939545
0.2109055519104004,0.12550006806850433
0.22021591663360596,0.12617741525173187
0.2207016497850418,0.12684521079063416
0.22556547820568085,0.12753956019878387
0.2260282337665558,0.12822583317756653
0.22215233743190765,0.1288749724626541
0.21835651993751526,0.12948296964168549
0.20591920614242554,0.12998972833156586
0.20239366590976715,0.13046309351921082
0.1858556866645813,0.13080692291259766
0.17391927540302277,0.1310587078332901
0.1577950268983841,0.13118815422058105
0.13753558695316315,0.13116304576396942
0.11754992604255676,0.13099558651447296
0.09782540798187256,0.13068975508213043
0.07399089634418488,0.13020731508731842
0.04609508067369461,0.129531130194664
0.018543172627687454,0.1286657154560089
3.7017241993453354e-05,0.1276790052652359
0.0,0.12635250389575958
0.0,0.12478645890951157
0.0,0.12296406924724579
0.0,0.12091989070177078
0.0,0.11879205703735352
0.0,0.11632627248764038
0.0,0.11368755251169205
0.0,0.11085425317287445
0.0,0.10783090442419052
0.0,0.10475120693445206
0.0,0.10135827958583832
0.0,0.09779103845357895
0.0,0.09408556669950485
0.0,0.09024621546268463
0.0,0.08630847185850143
0.0,0.08227460831403732
0.0,0.0781467854976654
0.0,0.07405629009008408
0.0,0.0700654610991478
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.12198460102081299
0.0,0.11979836970567703
0.0,0.11775770038366318
0.0,0.11586008965969086
0.0,0.11409217119216919
0.0,0.11245829612016678
0.0,0.11098223924636841
0.0,0.10965836048126221
0.0,0.10848267376422882
0.0,0.10744921863079071
0.0,0.10655298829078674
0.0,0.10575798153877258
0.0,0.10502826422452927
0.0,0.10439271479845047
0.0,0.10385120660066605
0.0,0.10339441150426865
0.004526791628450155,0.10302751511335373
0.014730039983987808,0.102739617228508
0.024763567373156548,0.10253354161977768
0.030275912955403328,0.1023724377155304
0.031334370374679565,0.10222283750772476
0.036721475422382355,0.10211639106273651
0.037659935653209686,0.10201957821846008
0.03857304900884628,0.10193145275115967
0.04817967116832733,0.1019180417060852
0.05328323692083359,0.10194074362516403
0.06266822665929794,0.10203466564416885
0.05884190648794174,0.10209904611110687
0.050709523260593414,0.10210426896810532
0.03832881897687912,0.10201593488454819
0.030473140999674797,0.10187290608882904
0.027074240148067474,0.10170677304267883
0.019349420443177223,0.10148615390062332
0.01607506535947323,0.10124761611223221
0.012827565893530846,0.10098859667778015
0.013964492827653885,0.10074418038129807
0.006347143556922674,0.1004481092095375
0.0031744157895445824,0.10013440251350403
2.2924399672774598e-05,0.09980380535125732
0.0,0.09945600479841232
0.0,0.09905965626239777
0.0,0.09864847362041473
0.0,0.09819074720144272
0.0,0.09771978110074997
0.24316257238388062,0.0972360223531723
0.24158048629760742,0.1985165923833847
0.240006223320961,0.19868126511573792
0.238438680768013,0.19883620738983154
0.2412363886833191,0.1990097612142563
0.23962022364139557,0.19917213916778564
0.23801171779632568,0.1993214637041092
0.23641033470630646,0.19945570826530457
0.23481501638889313,0.19958417117595673
0.2332252711057663,0.1996949315071106
0.23164063692092896,0.19979718327522278
0.22570110857486725,0.19985730946063995
0.21546685695648193,0.19984059035778046
0.2053537666797638,0.19975563883781433
0.19535592198371887,0.19959533214569092
0.18110856413841248,0.19933819770812988
0.16702581942081451,0.19898253679275513
0.15309925377368927,0.19853268563747406
0.13932135701179504,0.19799453020095825
0.12132584303617477,0.19733144342899323
0.10352461785078049,0.19655032455921173
0.08154941350221634,0.19562344253063202
0.06416923552751541,0.1945880949497223
0.03823497146368027,0.19338423013687134
0.012577012181282043,0.19200719892978668
0.0,0.19044184684753418
0.0,0.18871843814849854
0.0,0.186814084649086
0.0,0.18472920358181
0.0,0.18244163691997528
0.0,0.17995686829090118
0.0,0.17730504274368286
0.0,0.17453253269195557
0.0,0.17157360911369324
0.0,0.1684354841709137
0.0,0.16515444219112396
0.0,0.16179727017879486
0.0,0.15836761891841888
0.0,0.15483398735523224
0.0,0.1511988341808319
0.0,0.1474660485982895
0.0,0.1436345875263214
0.0,0.13977380096912384
0.0,0.1358516365289688
0.0,0.13190008699893951
0.0,0.12808135151863098
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.19730137288570404
0.0,0.19471755623817444
0.0,0.19222639501094818
0.0,0.18986980617046356
0.0,0.18767207860946655
0.0,0.18559473752975464
0.0,0.1836000233888626
0.0,0.18165288865566254
0.0,0.1797848343849182
0.0,0.17799046635627747
0.0,0.1762354075908661
0.0,0.17455114424228668
0.0,0.17290420830249786
0.0,0.17125757038593292
0.0,0.16961143910884857
0.0,0.16796717047691345
0.0,0.16638636589050293
0.0,0.16483637690544128
0.0,0.16331583261489868
0.0,0.1617889553308487
0.0,0.16022518277168274
0.09990354627370834,0.15865643322467804
0.0964675024151802,0.20000000298023224
0.10171008110046387,0.20000000298023224
0.10679329186677933,0.20000000298023224
0.1073642298579216,0.20000000298023224
0.11220724880695343,0.20000000298023224
0.11254680156707764,0.20000000298023224
0.1171669065952301,0.20000000298023224
0.1172918826341629,0.20000000298023224
